11-14-04-52.361206,47657444,32258205,47275272,44738323,333171,338884
11-14-04-55.466563,47657444,32258205,47275272,44738323,333171,338884
11-14-04-58.572721,47657444,32258205,47275272,44738323,333171,338884
11-14-05-01.678870,47657449,32258212,47275277,44738330,333171,338884
11-14-05-04.785434,47657453,32258215,47275280,44738333,333171,338884
11-14-05-07.881017,47657456,32258218,47275283,44738336,333171,338884
11-14-05-10.983527,47657459,32258221,47275286,44738339,333171,338884
11-14-05-14.087000,47657462,32258224,47275289,44738342,333171,338884
11-14-05-17.197505,47657462,32258224,47275289,44738342,333171,338884
11-14-05-20.308946,47657462,32258224,47275289,44738342,333171,338884
11-14-05-23.410123,47657470,32258229,47275297,44738350,333171,338885
11-14-05-26.521688,47657470,32258229,47275297,44738350,333171,338885
11-14-05-29.627961,47657470,32258229,47275297,44738350,333171,338885
11-14-05-32.739721,47657470,32258229,47275297,44738350,333171,338885
11-14-05-35.843828,47657470,32258229,47275297,44738350,333171,338885
11-14-05-38.950672,47657470,32258229,47275297,44738350,333171,338885
11-14-05-42.055175,47657470,32258229,47275297,44738350,333171,338885
11-14-05-45.160697,47657470,32258229,47275297,44738350,333171,338885
11-14-05-48.261175,47657470,32258230,47275297,44738350,333171,338886
11-14-05-51.370057,47657470,32258230,47275297,44738350,333171,338886
