24-00-13-12.309196,12234,9449,11759,8722,247,400
24-00-13-12.504638,12234,9449,11759,8722,247,400
24-00-13-12.687159,12234,9449,11759,8722,247,400
24-00-13-12.867901,12234,9449,11759,8722,247,400
24-00-13-13.039819,12234,9449,11759,8722,247,400
24-00-13-13.219281,12234,9449,11759,8722,247,400
24-00-13-13.432976,12234,9449,11759,8722,247,400
24-00-13-13.626477,12234,9449,11759,8722,247,400
24-00-13-13.821513,12234,9449,11759,8722,247,400
24-00-13-14.022731,12234,9449,11759,8722,247,400
24-00-13-14.204995,12234,9449,11759,8722,247,400
24-00-13-14.382607,12234,9449,11759,8722,247,400
24-00-13-14.551315,12234,9449,11759,8722,247,400
24-00-13-14.740569,12234,9449,11759,8722,247,400
24-00-13-14.929868,12234,9449,11759,8722,247,400
24-00-13-15.117251,12234,9449,11759,8722,247,400
24-00-13-15.322861,12234,9449,11759,8722,247,400
24-00-13-15.511008,12234,9449,11759,8722,247,400
24-00-13-15.688808,12234,9449,11759,8722,247,400
24-00-13-15.881700,12234,9449,11759,8722,247,400
24-00-13-16.073106,12234,9449,11759,8722,247,400
24-00-13-16.267756,12234,9449,11759,8722,247,400
24-00-13-16.448844,12234,9449,11759,8722,247,400
24-00-13-16.631238,12234,9449,11759,8722,247,400
24-00-13-16.832336,12234,9449,11759,8722,247,400
24-00-13-17.024893,12234,9449,11759,8722,247,400
24-00-13-17.229017,12234,9449,11759,8722,247,400
24-00-13-17.418056,12234,9449,11759,8722,247,400
24-00-13-17.617479,12234,9449,11759,8722,247,400
24-00-13-17.803050,12234,9449,11759,8722,247,400
24-00-13-17.983803,12234,9449,11759,8722,247,400
24-00-13-18.177078,12234,9449,11759,8722,247,400
24-00-13-18.365118,12234,9449,11759,8722,247,400
24-00-13-18.553443,12234,9449,11759,8722,247,400
24-00-13-18.754550,12234,9449,11759,8722,247,400
24-00-13-18.933032,12234,9449,11759,8722,247,400
24-00-13-19.134549,12234,9449,11759,8722,247,400
24-00-13-19.326364,12234,9449,11759,8722,247,400
24-00-13-19.503272,12234,9449,11759,8722,247,400
24-00-13-19.694909,12234,9449,11759,8722,247,400
24-00-13-20.386529,12234,9449,11759,8722,247,400
24-00-13-20.587218,12234,9449,11759,8722,247,400
24-00-13-20.768990,12234,9449,11759,8722,247,400
24-00-13-20.957870,12234,9449,11759,8722,247,400
24-00-13-21.136526,12234,9449,11759,8722,247,400
24-00-13-21.326360,12234,9449,11759,8722,247,400
24-00-13-21.538006,12234,9449,11759,8722,247,400
24-00-13-21.722110,12234,9449,11759,8722,247,400
24-00-13-21.902902,12234,9449,11759,8722,247,400
24-00-13-22.091859,12234,9449,11759,8722,247,400
24-00-13-22.271073,12234,9449,11759,8722,247,400
24-00-13-22.483035,12234,9449,11759,8722,247,400
24-00-13-22.673374,12234,9449,11759,8722,247,400
24-00-13-22.884930,12234,9449,11759,8722,247,400
24-00-13-23.064493,12234,9449,11759,8722,247,400
24-00-13-23.236526,12234,9449,11759,8722,247,400
24-00-13-23.433072,12234,9449,11759,8722,247,400
24-00-13-23.612877,12234,9449,11759,8722,247,400
24-00-13-23.798288,12234,9449,11759,8722,247,400
24-00-13-24.002549,12234,9449,11759,8722,247,400
24-00-13-24.188635,12234,9449,11759,8722,247,400
24-00-13-24.372529,12234,9449,11759,8722,247,400
24-00-13-24.558965,12234,9449,11759,8722,247,400
24-00-13-24.742841,12234,9449,11759,8722,247,400
24-00-13-24.934013,12234,9449,11759,8722,247,400
24-00-13-25.126501,12234,9449,11759,8722,247,400
24-00-13-25.306278,12234,9449,11759,8722,247,400
24-00-13-25.497972,12234,9449,11759,8722,247,400
24-00-13-25.692291,12234,9449,11759,8722,247,400
24-00-13-25.889402,12234,9449,11759,8722,247,400
24-00-13-26.067430,12234,9449,11759,8722,247,400
24-00-13-26.262394,12234,9449,11759,8722,247,400
24-00-13-26.441976,12234,9449,11759,8722,247,400
24-00-13-26.655315,12234,9449,11759,8722,247,400
24-00-13-26.861813,12234,9449,11759,8722,247,400
24-00-13-27.062609,12234,9449,11759,8722,247,400
24-00-13-27.264268,12234,9449,11759,8722,247,400
24-00-13-27.449053,12234,9449,11759,8722,247,400
24-00-13-27.648945,12234,9449,11759,8722,247,400
24-00-13-27.853262,12234,9449,11759,8722,247,400
24-00-13-28.055499,12234,9449,11759,8722,247,400
24-00-13-28.233394,12234,9449,11759,8722,247,400
24-00-13-28.413990,12234,9449,11759,8722,247,400
24-00-13-28.610278,12234,9449,11759,8722,247,400
24-00-13-28.825353,12234,9449,11759,8722,247,400
24-00-13-29.512511,12234,9449,11759,8722,247,400
24-00-13-29.680494,12234,9449,11759,8722,247,400
24-00-13-29.857601,12234,9449,11759,8722,247,400
24-00-13-30.049416,12234,9449,11759,8722,247,400
24-00-13-30.254091,12234,9449,11759,8722,247,400
24-00-13-30.459255,12234,9449,11759,8722,247,400
24-00-13-30.634957,12234,9449,11759,8722,247,400
24-00-13-30.825982,12234,9449,11759,8722,247,400
24-00-13-31.007804,12234,9449,11759,8722,247,400
24-00-13-31.186618,12234,9449,11759,8722,247,400
24-00-13-31.363895,12234,9449,11759,8722,247,400
24-00-13-31.549053,12234,9449,11759,8722,247,400
24-00-13-31.733018,12234,9449,11759,8722,247,400
24-00-13-31.921081,12234,9449,11759,8722,247,400
24-00-13-32.120003,12234,9449,11759,8722,247,400
24-00-13-32.310920,12234,9449,11759,8722,247,400
24-00-13-32.484816,12234,9449,11759,8722,247,400
24-00-13-32.687167,12234,9449,11759,8722,247,400
24-00-13-32.887769,12234,9449,11759,8722,247,400
24-00-13-33.076874,12234,9449,11759,8722,247,400
24-00-13-33.269839,12234,9449,11759,8722,247,400
24-00-13-33.461285,12234,9449,11759,8722,247,400
24-00-13-33.633289,12234,9449,11759,8722,247,400
24-00-13-33.824249,12234,9449,11759,8722,247,400
24-00-13-34.002053,12234,9449,11759,8722,247,400
24-00-13-34.204108,12234,9449,11759,8722,247,400
24-00-13-34.410321,12234,9449,11759,8722,247,400
24-00-13-34.609741,12234,9449,11759,8722,247,400
24-00-13-34.799647,12234,9449,11759,8722,247,400
24-00-13-34.994235,12234,9449,11759,8722,247,400
24-00-13-35.169629,12234,9449,11759,8722,247,400
24-00-13-35.360359,12234,9449,11759,8722,247,400
24-00-13-35.554366,12234,9449,11759,8722,247,400
24-00-13-35.737266,12234,9449,11759,8722,247,400
24-00-13-35.914984,12234,9449,11759,8722,247,400
24-00-13-36.107144,12234,9449,11759,8722,247,400
24-00-13-36.295915,12234,9449,11759,8722,247,400
24-00-13-36.472729,12234,9449,11759,8722,247,400
24-00-13-36.671075,12234,9449,11759,8722,247,400
24-00-13-36.875064,12234,9449,11759,8722,247,400
24-00-13-37.057056,12234,9449,11759,8722,247,400
24-00-13-37.233245,12234,9449,11759,8722,247,400
24-00-13-37.403772,12234,9449,11759,8722,247,400
24-00-13-37.583671,12234,9449,11759,8722,247,400
24-00-13-37.775406,12234,9449,11759,8722,247,400
24-00-13-37.942435,12238,9449,11759,8722,249,400
24-00-13-38.112833,12238,9449,11759,8722,249,400
24-00-13-38.295027,12238,9449,11759,8722,249,400
24-00-13-38.469276,12238,9449,11759,8722,249,400
24-00-13-38.656067,12238,9449,11759,8722,249,400
24-00-13-38.839256,12238,9449,11759,8722,249,400
24-00-13-39.031775,12238,9449,11759,8722,249,400
24-00-13-39.238462,12238,9449,11759,8722,249,400
24-00-13-39.428447,12238,9449,11759,8722,249,400
24-00-13-39.626340,12238,9449,11759,8722,249,400
24-00-13-39.811777,12238,9449,11759,8722,249,400
24-00-13-40.030107,12238,9449,11759,8722,249,400
24-00-13-40.230950,12238,9449,11759,8722,249,400
24-00-13-40.425553,12238,9449,11759,8722,249,400
24-00-13-40.606399,12238,9449,11759,8722,249,400
24-00-13-40.795319,12238,9449,11759,8722,249,400
24-00-13-40.984065,12238,9449,11759,8722,249,400
24-00-13-41.185455,12238,9449,11759,8722,249,400
24-00-13-41.368893,12238,9449,11759,8722,249,400
24-00-13-41.565060,12238,9449,11759,8722,249,400
24-00-13-41.754327,12238,9449,11759,8722,249,400
24-00-13-41.938433,12238,9449,11759,8722,249,400
24-00-13-42.127009,12238,9449,11759,8722,249,400
24-00-13-42.318426,12238,9449,11759,8722,249,400
24-00-13-42.487354,12238,9449,11759,8722,249,400
24-00-13-42.661087,12238,9449,11759,8722,249,400
24-00-13-42.851308,12238,9449,11759,8722,249,400
24-00-13-43.046180,12238,9449,11759,8722,249,400
24-00-13-43.239073,12238,9449,11759,8722,249,400
24-00-13-43.453403,12238,9449,11759,8722,249,400
24-00-13-43.635266,12238,9449,11759,8722,249,400
24-00-13-43.812571,12238,9449,11759,8722,249,400
24-00-13-44.012955,12238,9449,11759,8722,249,400
24-00-13-44.193007,12238,9449,11759,8722,249,400
24-00-13-44.367044,12238,9449,11759,8722,249,400
24-00-13-44.538080,12238,9449,11759,8722,249,400
24-00-13-44.735474,12238,9449,11759,8722,249,400
24-00-13-44.943030,12238,9449,11759,8722,249,400
24-00-13-45.150239,12238,9449,11759,8722,249,400
24-00-13-45.324379,12238,9449,11759,8722,249,400
24-00-13-45.508446,12238,9449,11759,8722,249,400
24-00-13-45.700500,12238,9449,11759,8722,249,400
24-00-13-45.899671,12238,9449,11759,8722,249,400
24-00-13-46.092247,12238,9449,11759,8722,249,400
24-00-13-46.287242,12238,9449,11759,8722,249,400
24-00-13-46.475688,12238,9449,11759,8722,249,400
24-00-13-46.692588,12238,9449,11759,8722,249,400
24-00-13-46.885724,12238,9449,11759,8722,249,400
24-00-13-47.054226,12238,9449,11759,8722,249,400
24-00-13-47.263460,12238,9449,11759,8722,249,400
24-00-13-47.464037,12238,9449,11759,8722,249,400
24-00-13-47.659233,12238,9449,11759,8722,249,400
24-00-13-47.851261,12238,9449,11759,8722,249,400
24-00-13-48.064748,12238,9449,11759,8722,249,400
24-00-13-48.244231,12238,9449,11759,8722,249,400
24-00-13-48.421719,12238,9449,11759,8722,249,400
24-00-13-48.591589,12238,9449,11759,8722,249,400
24-00-13-48.782140,12238,9449,11759,8722,249,400
24-00-13-48.961823,12238,9449,11759,8722,249,400
24-00-13-49.152396,12238,9449,11759,8722,249,400
24-00-13-49.325764,12238,9449,11759,8722,249,400
24-00-13-49.511218,12238,9449,11759,8722,249,400
24-00-13-49.719457,12238,9449,11759,8722,249,400
24-00-13-49.900489,12238,9449,11759,8722,249,400
24-00-13-50.099752,12238,9449,11759,8722,249,400
24-00-13-50.309336,12238,9449,11759,8722,249,400
24-00-13-50.491435,12238,9449,11759,8722,249,400
24-00-13-50.668535,12238,9449,11759,8722,249,400
24-00-13-50.839389,12238,9449,11759,8722,249,400
24-00-13-51.020335,12238,9449,11759,8722,249,400
24-00-13-51.196551,12240,9449,11759,8722,250,400
24-00-13-51.387902,12240,9449,11759,8722,250,400
24-00-13-51.557970,12240,9449,11759,8722,250,400
24-00-13-51.771467,12240,9449,11759,8722,250,400
24-00-13-51.969900,12240,9449,11759,8722,250,400
24-00-13-52.167359,12240,9449,11759,8722,250,400
24-00-13-52.365763,12240,9449,11759,8722,250,400
24-00-13-52.582234,12240,9449,11759,8722,250,400
24-00-13-52.776414,12240,9449,11759,8722,250,400
24-00-13-52.976696,12240,9449,11759,8722,250,400
24-00-13-53.172924,12240,9449,11759,8722,250,400
24-00-13-53.363351,12240,9449,11759,8722,250,400
24-00-13-53.549264,12240,9449,11759,8722,250,400
24-00-13-53.716812,12240,9449,11759,8722,250,400
24-00-13-53.935233,12240,9450,11759,8722,250,401
24-00-13-54.115616,12242,9451,11759,8722,252,402
24-00-13-54.307457,12242,9451,11759,8722,252,402
24-00-13-54.486973,12243,9452,11759,8722,253,403
24-00-13-54.701475,12243,9452,11759,8722,253,403
24-00-13-54.879645,12243,9452,11759,8722,253,403
24-00-13-55.052240,12243,9452,11759,8722,253,403
24-00-13-55.237884,12243,9452,11759,8722,253,403
24-00-13-55.439468,12243,9452,11759,8722,253,403
24-00-13-55.630440,12243,9453,11759,8722,253,404
24-00-13-55.813341,12243,9453,11759,8722,253,404
24-00-13-55.987447,12243,9453,11759,8722,253,404
24-00-13-56.161525,12243,9453,11759,8722,253,404
24-00-13-56.354758,12243,9453,11759,8722,253,404
24-00-13-56.535751,12243,9453,11759,8722,253,404
24-00-13-56.717212,12243,9453,11759,8722,253,404
24-00-13-56.940092,12243,9453,11759,8722,253,404
24-00-13-57.146936,12243,9453,11759,8722,253,404
24-00-13-57.341837,12243,9453,11759,8722,253,404
24-00-13-57.534403,12243,9453,11759,8722,253,404
24-00-13-57.740026,12243,9453,11759,8722,253,404
24-00-13-57.944022,12243,9453,11759,8722,253,404
24-00-13-58.140134,12243,9453,11759,8722,253,404
24-00-13-58.333089,12243,9453,11759,8722,253,404
24-00-13-58.526452,12243,9453,11759,8722,253,404
24-00-13-58.708437,12243,9453,11759,8722,253,404
24-00-13-58.880022,12243,9453,11759,8722,253,404
24-00-13-59.069694,12243,9453,11759,8722,253,404
24-00-13-59.243400,12243,9453,11759,8722,253,404
24-00-13-59.440397,12243,9453,11759,8722,253,404
24-00-13-59.651496,12243,9453,11759,8722,253,404
24-00-13-59.863818,12243,9453,11759,8722,253,404
24-00-14-00.042552,12243,9453,11759,8722,253,404
24-00-14-00.253748,12243,9453,11759,8722,253,404
24-00-14-00.451739,12243,9453,11759,8722,253,404
24-00-14-00.646279,12243,9453,11759,8722,253,404
24-00-14-00.827562,12243,9453,11759,8722,253,404
24-00-14-01.008203,12243,9453,11759,8722,253,404
24-00-14-01.186437,12243,9453,11759,8722,253,404
24-00-14-01.358789,12243,9453,11759,8722,253,404
24-00-14-01.547479,12243,9453,11759,8722,253,404
24-00-14-01.752021,12243,9453,11759,8722,253,404
24-00-14-01.938912,12243,9453,11759,8722,253,404
24-00-14-02.127506,12243,9453,11759,8722,253,404
24-00-14-02.310827,12243,9453,11759,8722,253,404
24-00-14-02.495860,12243,9453,11759,8722,253,404
24-00-14-02.687454,12243,9453,11759,8722,253,404
24-00-14-02.900932,12243,9453,11759,8722,253,404
24-00-14-03.114066,12243,9453,11759,8722,253,404
24-00-14-03.299952,12243,9453,11759,8722,253,404
24-00-14-03.505171,12243,9453,11759,8722,253,404
24-00-14-03.690012,12243,9453,11759,8722,253,404
24-00-14-03.880427,12243,9453,11759,8722,253,404
24-00-14-04.061288,12243,9453,11759,8722,253,404
24-00-14-04.272565,12243,9453,11759,8722,253,404
24-00-14-04.451062,12243,9453,11759,8722,253,404
24-00-14-04.627378,12243,9453,11759,8722,253,404
24-00-14-04.810997,12243,9453,11759,8722,253,404
24-00-14-05.036422,12243,9453,11759,8722,253,404
24-00-14-05.249195,12243,9453,11759,8722,253,404
24-00-14-05.456847,12243,9453,11759,8722,253,404
24-00-14-05.654804,12243,9453,11759,8722,253,404
24-00-14-05.843137,12243,9453,11759,8722,253,404
24-00-14-06.032361,12243,9453,11759,8722,253,404
24-00-14-06.234006,12243,9453,11759,8722,253,404
24-00-14-06.445414,12243,9453,11759,8722,253,404
24-00-14-06.638076,12243,9453,11759,8722,253,404
24-00-14-06.821230,12243,9453,11759,8722,253,404
24-00-14-07.021870,12243,9453,11759,8722,253,404
24-00-14-07.213692,12243,9453,11759,8722,253,404
24-00-14-07.402082,12243,9453,11759,8722,253,404
24-00-14-07.599570,12243,9453,11759,8722,253,404
24-00-14-07.786059,12243,9453,11759,8722,253,404
24-00-14-07.966409,12243,9453,11759,8722,253,404
24-00-14-08.157176,12243,9453,11759,8722,253,404
24-00-14-08.339373,12243,9453,11759,8722,253,404
24-00-14-08.528558,12243,9453,11759,8722,253,404
24-00-14-08.725287,12243,9453,11759,8722,253,404
24-00-14-08.927326,12243,9453,11759,8722,253,404
24-00-14-09.137918,12243,9453,11759,8722,253,404
24-00-14-09.314918,12243,9453,11759,8722,253,404
24-00-14-09.499066,12243,9453,11759,8722,253,404
24-00-14-09.677610,12243,9453,11759,8722,253,404
24-00-14-09.873891,12243,9453,11759,8722,253,404
24-00-14-10.070172,12243,9453,11759,8722,253,404
24-00-14-10.258192,12243,9453,11759,8722,253,404
24-00-14-10.450359,12243,9453,11759,8722,253,404
24-00-14-10.635316,12243,9453,11759,8722,253,404
24-00-14-10.826354,12243,9453,11759,8722,253,404
24-00-14-11.015363,12243,9453,11759,8722,253,404
24-00-14-11.203096,12243,9453,11759,8722,253,404
24-00-14-11.379769,12243,9453,11759,8722,253,404
24-00-14-11.567448,12243,9453,11759,8722,253,404
24-00-14-11.771242,12243,9453,11759,8722,253,404
24-00-14-11.961600,12243,9453,11759,8722,253,404
24-00-14-12.137766,12243,9453,11759,8722,253,404
24-00-14-12.330174,12243,9453,11759,8722,253,404
24-00-14-12.549869,12243,9453,11759,8722,253,404
24-00-14-12.731274,12243,9453,11759,8722,253,404
24-00-14-12.921357,12243,9453,11759,8722,253,404
24-00-14-13.121147,12243,9453,11759,8722,253,404
24-00-14-13.303773,12243,9453,11759,8722,253,404
24-00-14-13.479297,12243,9453,11759,8722,253,404
24-00-14-13.672631,12243,9453,11759,8722,253,404
24-00-14-13.851560,12243,9453,11759,8722,253,404
24-00-14-14.054627,12243,9453,11759,8722,253,404
24-00-14-14.230133,12243,9453,11759,8722,253,404
24-00-14-14.399252,12243,9453,11759,8722,253,404
24-00-14-14.580981,12243,9453,11759,8722,253,404
24-00-14-14.769775,12243,9453,11759,8722,253,404
24-00-14-14.954271,12243,9453,11759,8722,253,404
24-00-14-15.144443,12243,9453,11759,8722,253,404
24-00-14-15.328181,12243,9453,11759,8722,253,404
24-00-14-15.510278,12243,9453,11759,8722,253,404
24-00-14-15.690439,12243,9453,11759,8722,253,404
24-00-14-15.887427,12243,9453,11759,8722,253,404
24-00-14-16.075421,12243,9453,11759,8722,253,404
24-00-14-16.270471,12243,9453,11759,8722,253,404
24-00-14-16.474412,12243,9453,11759,8722,253,404
24-00-14-16.661514,12243,9453,11759,8722,253,404
24-00-14-16.859623,12243,9453,11759,8722,253,404
24-00-14-17.054761,12243,9453,11759,8722,253,404
24-00-14-17.245891,12243,9453,11759,8722,253,404
24-00-14-17.425900,12243,9453,11759,8722,253,404
24-00-14-17.606196,12243,9453,11759,8722,253,404
24-00-14-17.794917,12243,9453,11759,8722,253,404
24-00-14-17.994654,12243,9453,11759,8722,253,404
24-00-14-18.178399,12243,9453,11759,8722,253,404
24-00-14-18.354258,12243,9453,11759,8722,253,404
24-00-14-18.543540,12243,9453,11759,8722,253,404
24-00-14-18.741510,12243,9453,11759,8722,253,404
24-00-14-18.930105,12243,9453,11759,8722,253,404
24-00-14-19.132608,12243,9453,11759,8722,253,404
24-00-14-19.342421,12243,9453,11759,8722,253,404
24-00-14-19.528670,12243,9453,11759,8722,253,404
24-00-14-19.708254,12243,9453,11759,8722,253,404
24-00-14-19.879415,12243,9453,11759,8722,253,404
24-00-14-20.066821,12243,9453,11759,8722,253,404
24-00-14-20.236048,12243,9453,11759,8722,253,404
24-00-14-20.448699,12243,9453,11759,8722,253,404
24-00-14-20.630685,12243,9453,11759,8722,253,404
24-00-14-20.813426,12243,9453,11759,8722,253,404
24-00-14-20.988145,12243,9453,11759,8722,253,404
24-00-14-21.151913,12243,9453,11759,8722,253,404
24-00-14-21.320402,12243,9453,11759,8722,253,404
24-00-14-21.512514,12243,9453,11759,8722,253,404
24-00-14-21.717659,12243,9453,11759,8722,253,404
24-00-14-21.902680,12243,9453,11759,8722,253,404
24-00-14-22.100467,12243,9453,11759,8722,253,404
24-00-14-22.297123,12243,9453,11759,8722,253,404
24-00-14-22.504592,12243,9453,11759,8722,253,404
24-00-14-22.692328,12243,9453,11759,8722,253,404
24-00-14-22.911539,12243,9453,11759,8722,253,404
24-00-14-23.125624,12243,9453,11759,8722,253,404
24-00-14-23.307027,12243,9453,11759,8722,253,404
24-00-14-23.504105,12243,9453,11759,8722,253,404
24-00-14-23.694152,12243,9453,11759,8722,253,404
24-00-14-23.908259,12243,9453,11759,8722,253,404
24-00-14-24.107338,12243,9453,11759,8722,253,404
24-00-14-24.308341,12243,9453,11759,8722,253,404
24-00-14-24.502500,12243,9453,11759,8722,253,404
24-00-14-24.696982,12243,9453,11759,8722,253,404
24-00-14-24.895447,12243,9453,11759,8722,253,404
24-00-14-25.081649,12243,9453,11759,8722,253,404
